id,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
148,GMC,Yukon XL Denali,2017,"124,000 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Beige,At least 1 accident or damage reported,Yes,32000.0
149,Mercedes-Benz,M-Class ML 350,2011,"99,200 mi.",Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,11900.0
150,Pontiac,Solstice GXP,2007,"47,000 mi.",Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,13300.0
151,Audi,A4 2.0T Premium quattro,2011,"181,000 mi.",Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,5500.0
152,Ford,F-150 Limited,2019,"42,728 mi.",Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,None reported,Yes,45950.0
153,Mercedes-Benz,C-Class C 300 Luxury,2015,"102,000 mi.",Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,17000.0
154,Nissan,GT-R Premium,2017,"31,150 mi.",Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Black,None reported,Yes,113000.0
155,Lexus,ES 350 Base,2016,"119,850 mi.",Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,19000.0
156,Ford,E250 Cargo,2013,"87,501 mi.",E85 Flex Fuel,225.0HP 4.6L 8 Cylinder Engine Flex Fuel Capability,4-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,17777.0
157,Audi,A6 45 Premium Plus,2021,"33,000 mi.",Hybrid,248.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,Black,None reported,Yes,40000.0
158,Mercedes-Benz,E-Class E 550 4MATIC,2014,"63,000 mi.",Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,28500.0
159,Lexus,GX 460 Base,2018,"75,000 mi.",Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,38095.0
160,Lexus,IS 250 Base,2013,"148,000 mi.",Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,10000.0
161,RAM,1500 Sport,2017,"41,789 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Black,At least 1 accident or damage reported,Yes,42500.0
162,Nissan,370Z Touring,2012,"65,000 mi.",Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,21500.0
163,Jeep,Grand Cherokee Laredo,2012,"166,000 mi.",E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,At least 1 accident or damage reported,Yes,13000.0
164,Lotus,Evora Base,2010,"9,100 mi.",Gasoline,276.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,White,None reported,Yes,55000.0
165,Cadillac,CTS-V Base,2006,"123,000 mi.",Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,15000.0
166,BMW,X5 eDrive xDrive40e,2018,"45,090 mi.",Plug-In Hybrid,313.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,30750.0
167,Porsche,Boxster Base,2013,"40,800 mi.",Gasoline,265.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Brown,Beige,None reported,Yes,35500.0
168,Mercedes-Benz,Metris Base,2016,"17,340 mi.",Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,29000.0
169,Audi,Q8 55 Premium Plus,2021,"14,750 mi.",Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,61059.0
170,Porsche,Macan S,2015,"80,300 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Beige,None reported,Yes,23999.0
171,Jeep,Wrangler Sport,2023,"7,102 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Bright White Clearcoat,Black,None reported,Yes,40995.0
172,Nissan,Armada Platinum,2018,"42,833 mi.",Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Gray,None reported,Yes,37000.0
173,Mercedes-Benz,AMG GLC 43 AMG GLC 43,2021,"10,483 mi.",Gasoline,3.0 Liter Twin Turbo,Automatic,Graphite Grey Metallic,Black w/Red Stitching,None reported,,60998.0
174,Porsche,Macan,2023,"2,925 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Carrara White Metallic,Black,None reported,Yes,73300.0
175,Mercedes-Benz,SL-Class SL 550,2013,"115,000 mi.",Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,36000.0
176,Buick,Enclave Premium,2020,"87,555 mi.",Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Dark Moon Blue Metallic,Dark Galvanized,At least 1 accident or damage reported,Yes,31650.0
177,Acura,RL Technology,2010,"97,700 mi.",Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,Yes,10995.0
178,Hyundai,Santa Fe Sport 2.0L Turbo Ultimate,2018,"71,669 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,20000.0
179,Porsche,Boxster Base,1997,"132,800 mi.",Gasoline,201.0HP 2.5L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Beige,,,8500.0
180,Tesla,Model 3 Long Range,2020,"25,000 mi.",,425.0HP Electric Motor Electric Fuel System,1-Speed A/T,Blue,Black,None reported,Yes,49995.0
181,Toyota,Highlander XLE,2015,"68,575 mi.",Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,26000.0
182,Audi,S8 4.2 quattro,2003,"126,000 mi.",Gasoline,360.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,,,13850.0
183,Ford,Excursion Limited 4WD,2003,"245,000 mi.",Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,A/T,Black,Beige,At least 1 accident or damage reported,Yes,17999.0
184,Lincoln,Navigator Reserve,2019,"39,000 mi.",Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,51999.0
185,Genesis,G70 2.0T,2023,"2,121 mi.",Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,40750.0
186,Ferrari,GTC4Lusso T,2018,"31,000 mi.",Gasoline,602.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,Yes,197499.0
187,Cadillac,XTS Premium,2013,"56,860 mi.",Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,White Diamond Tri-Coat,Shale,At least 1 accident or damage reported,Yes,21995.0
188,Honda,Civic EX,2014,"82,500 mi.",Gasoline,143.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Silver,Gray,None reported,Yes,15000.0
189,Lamborghini,Urus Base,2021,"20,069 mi.",Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Rosso Mars Metallic,Nero Ade,None reported,,229900.0
190,Kia,Sportage LX,2009,"100,730 mi.",Gasoline,173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gold,Gold,None reported,Yes,6975.0
191,Mercedes-Benz,E-Class E 350 4MATIC,2022,"9,006 mi.",Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,56999.0
192,MINI,Cooper S Base,2007,"45,000 mi.",Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,7900.0
193,Audi,A4 3.2 Premium Plus quattro,2009,"153,000 mi.",Gasoline,265.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,None reported,Yes,8700.0
194,BMW,M6 Gran Coupe Base,2019,"20,500 mi.",Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,67900.0
195,Mercedes-Benz,S-Class S 560 4MATIC,2020,"22,000 mi.",Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,69500.0
196,Audi,SQ5 3.0T Premium Plus,2016,"60,000 mi.",Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,24700.0
197,Mercedes-Benz,G 550 4x4 Squared Base,2017,"23,567 mi.",Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,215000.0
198,FIAT,500 Lounge,2013,"85,458 mi.",Gasoline,101.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,9000.0
199,Jeep,Grand Cherokee Limited,2018,"91,677 mi.",Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Granite Crystal Clearcoat Metallic,Black,None reported,,26816.0
200,Porsche,911 Carrera,2007,"26,021 mi.",Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,None reported,Yes,53999.0
201,Porsche,911 Carrera,2020,"16,741 mi.",Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,112500.0
202,INFINITI,G35 Base,2004,"130,000 mi.",Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Beige,Beige,None reported,Yes,7500.0
203,Toyota,Sequoia Limited,2018,"63,990 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,48000.0
204,Mercedes-Benz,AMG G 63 Base,2018,"41,000 mi.",Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,108900.0
205,Subaru,Outback 2.5i Premium,2013,"116,000 mi.",Gasoline,173.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,12500.0
206,Aston,Martin V8 Vantage Base,2008,"25,025 mi.",Gasoline,380.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,39000.0
207,Tesla,Model X 75D,2017,"94,100 mi.",,518.0HP Electric Motor Electric Fuel System,A/T,Black,Orange,At least 1 accident or damage reported,Yes,49900.0
208,Ford,Mustang Mach-E GT,2022,"13,856 mi.",,480.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Black,None reported,Yes,54000.0
209,Saturn,Vue Hybrid Base,2009,"115,000 mi.",Hybrid,172.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Blue,Beige,None reported,Yes,4400.0
210,Toyota,Camry LE,2005,"108,000 mi.",Gasoline,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Beige,Gray,None reported,Yes,7850.0
211,Acura,TL 3.2,2008,"193,783 mi.",Gasoline,258.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,10000.0
212,Alfa,Romeo Giulia Quadrifoglio,2018,"28,644 mi.",Gasoline,505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,,,41500.0
213,Ford,F-150 XLT,2021,"77,107 mi.",Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Agate Black Metallic,Black,,,39995.0
214,INFINITI,QX80 SENSORY,2022,"26,520 mi.",Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Brown,At least 1 accident or damage reported,Yes,64000.0
215,Nissan,Cube 1.8 S,2010,"72,500 mi.",Gasoline,122.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Brown,Black,None reported,Yes,6750.0
216,Land,Rover Range Rover Evoque S,2020,"46,891 mi.",Gasoline,246.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,31000.0
217,Audi,RS Q8 4.0T quattro,2022,"11,322 mi.",Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Daytona Gray Pearl Effect,Black / Express Red,None reported,,119900.0
218,Jeep,Grand Cherokee L Laredo,2021,"23,588 mi.",Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Metallic,Global Black,,,38633.0
219,Audi,A7 Premium,2012,"103,272 mi.",Gasoline,310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,None reported,Yes,15500.0
220,Land,Rover Discovery Sport SE R-Dynamic,2020,"20,927 mi.",Gasoline,2.0 Liter,Automatic,Fuji White,–,None reported,,35998.0
221,BMW,M4 Base,2020,"22,655 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,63999.0
222,Land,Rover Range Rover Supercharged,2008,"114,287 mi.",Gasoline,400.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,9900.0
223,Ford,Transit Connect XLT,2016,"111,700 mi.",E85 Flex Fuel,169.0HP 2.5L 4 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,None reported,Yes,15500.0
224,Mercedes-Benz,C-Class C 300 4MATIC,2018,"41,515 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Black,Black,None reported,Yes,28251.0
225,Hyundai,Veloster Base,2013,"56,837 mi.",Gasoline,132.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,10500.0
226,Ford,Focus RS Base,2016,"14,900 mi.",Gasoline,350.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,39000.0
227,Cadillac,XT4 Sport,2019,"44,500 mi.",Gasoline,237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Blue,White,None reported,Yes,28900.0
228,Ford,F-150 XLT,2017,"94,000 mi.",Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,26000.0
229,Chrysler,Crossfire Limited,2005,"116,320 mi.",Gasoline,215.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Red,At least 1 accident or damage reported,Yes,6000.0
230,BMW,328 i,2011,"67,500 mi.",Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,18000.0
231,Jeep,Grand Cherokee Limited,2020,"47,500 mi.",Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Purple,Black,None reported,Yes,31000.0
232,Porsche,Macan Turbo,2016,"46,000 mi.",Gasoline,400.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,–,None reported,Yes,38000.0
233,BMW,M240 i,2017,"37,100 mi.",Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,26125.0
234,Rivian,R1S Adventure Package,2023,"2,500 mi.",,835.0HP Electric Motor Electric Fuel System,A/T,Gray,Gray,None reported,Yes,91000.0
235,Tesla,Model 3 Long Range,2018,"61,700 mi.",,271.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,25900.0
236,Ford,Shelby GT350 Base,2019,"2,800 mi.",Gasoline,526.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,91000.0
237,Lamborghini,Aventador SVJ Base,2021,"6,987 mi.",Gasoline,6.5L V12 48V MPFI DOHC,7-Speed,–,Nero Ade,None reported,Yes,749950.0
238,Mercedes-Benz,E-Class E 350 4MATIC,2011,"199,000 mi.",Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,9250.0
239,Mercedes-Benz,Maybach S S 600,2016,"18,069 mi.",Gasoline,523.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,79999.0
240,Toyota,Tacoma Base,2009,"48,750 mi.",Gasoline,159.0HP 2.7L 4 Cylinder Engine Gasoline Fuel,M/T,Brown,Silver,None reported,Yes,17900.0
241,Toyota,Tundra Hybrid TRD Pro,2022,"7,000 mi.",Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Orange,–,None reported,Yes,75500.0
242,Land,Rover LR3 HSE,2006,"153,843 mi.",Gasoline,300.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,At least 1 accident or damage reported,Yes,9950.0
243,Mercedes-Benz,E-Class 400E,1993,"106,983 mi.",–,–,4-Speed A/T,White,Gray,None reported,Yes,15300.0
244,BMW,M8 Competition,2022,"5,018 mi.",Gasoline,4.4 Liter Twin Turbo,Automatic,–,Sakhir Orange/Black,None reported,,114998.0
245,Jaguar,E-PACE S,2019,"44,000 mi.",Gasoline,246.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,29000.0
246,Nissan,Armada Platinum,2018,"108,206 mi.",Gasoline,5.6 Liter,Automatic,White,Charcoal,At least 1 accident or damage reported,,26498.0
247,Ford,Mustang GT,2001,"52,675 mi.",Gasoline,260.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,16995.0
248,BMW,440 Gran Coupe 440i xDrive,2020,"25,990 mi.",Gasoline,3.0 Liter Turbo,Automatic,White,Beige,None reported,,38598.0
249,Ford,F-150 Lightning LARIAT,2022,470 mi.,,563.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Gray,None reported,Yes,71900.0
250,Porsche,Macan,2021,"16,554 mi.",Gasoline,2.0 Liter,Automatic,White,Beige,None reported,,51698.0
251,Acura,TLX V6 Tech,2015,"38,000 mi.",Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,21900.0
252,Genesis,G70 2.0T,2023,"2,046 mi.",Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Gray,None reported,Yes,43499.0
253,McLaren,570S Spider,2020,"8,700 mi.",Gasoline,562.0HP 3.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,185000.0
254,Tesla,Model 3 Long Range,2019,"27,123 mi.",,425.0HP Electric Motor Electric Fuel System,A/T,Red,Black,None reported,Yes,38200.0
255,Dodge,Ram 1500 Laramie,2004,"141,209 mi.",Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,5700.0
256,Lincoln,Town Car Base,2004,"27,600 mi.",Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,White,None reported,Yes,14900.0
257,Mercedes-Benz,GLS 450 Base 4MATIC,2020,"17,900 mi.",Hybrid,362.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,80000.0
258,INFINITI,Q70 3.7,2014,"70,312 mi.",Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,19995.0
259,Alfa,Romeo Giulia Ti,2021,"2,000 mi.",Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Brown,None reported,Yes,39000.0
260,Audi,A6 3.0T Prestige,2015,"108,000 mi.",Gasoline,310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,None reported,Yes,19998.0
261,Mercedes-Benz,Sprinter High Roof,2015,"110,000 mi.",Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,White,Gray,None reported,Yes,29000.0
262,Mercedes-Benz,GLE 350 GLE 350,2022,"18,815 mi.",Gasoline,2.0 Liter Turbo,Automatic,Black,Black,None reported,,61998.0
263,Tesla,Model S Long Range Plus,2021,"10,550 mi.",,557.0HP Electric Motor Electric Fuel System,A/T,Gray,Black,None reported,Yes,67800.0
264,Lexus,RX 350 Base,2009,"178,000 mi.",Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,4500.0
265,Ford,Transit Connect XL w/Rear Symmetrical Doors,2022,"22,985 mi.",Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,33500.0
266,Mazda,CX-5 Touring,2018,"61,000 mi.",Gasoline,187.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,21800.0
267,Jaguar,XF Premium,2011,"106,000 mi.",Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Brown,Beige,At least 1 accident or damage reported,Yes,9400.0
268,Ford,Excursion Limited,2004,"170,000 mi.",Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,Gold,Gold,None reported,Yes,8500.0
269,Jeep,Wrangler Unlimited,2005,"146,000 mi.",Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,15900.0
270,Mazda,CX-9 Signature,2018,"19,500 mi.",Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Brown,None reported,Yes,32250.0
271,BMW,M3 Base,2002,"117,200 mi.",Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,15000.0
272,Porsche,Macan S,2018,"40,950 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,39750.0
273,Lexus,CT 200h Premium,2014,"125,519 mi.",Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Black,Black,At least 1 accident or damage reported,Yes,16000.0
274,BMW,535 i xDrive,2011,"135,000 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Beige,None reported,Yes,9999.0
275,Ford,Mustang Mach-E GT,2022,"7,661 mi.",,Electric,1-Speed Automatic,Star White,Black Onyx,None reported,,49599.0
276,Dodge,Ram 2500 SLT Quad Cab,2003,"114,000 mi.",Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,10700.0
277,Volkswagen,Passat 2.5 SE,2012,"159,870 mi.",Gasoline,170.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,9750.0
278,Mazda,MX-5 Miata Grand Touring,2012,"33,576 mi.",Gasoline,167.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Beige,None reported,Yes,18900.0
279,BMW,650 i,2009,"35,000 mi.",Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,18500.0
280,BMW,750 iL,2001,"53,814 mi.",Gasoline,326.0HP 5.4L 12 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,,,11800.0
281,Ford,F-150 Lariat,2022,"28,000 mi.",Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,53500.0
282,BMW,M4 Competition xDrive,2022,"15,882 mi.",Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Silver,None reported,Yes,84995.0
283,Chrysler,300C Base,2013,"87,500 mi.",Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,13750.0
284,Mercedes-Benz,SL-Class SL550 Roadster,2008,"33,300 mi.",Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,34500.0
285,Toyota,Corolla LE,2010,"72,348 mi.",Gasoline,132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,At least 1 accident or damage reported,Yes,9995.0
286,Mercedes-Benz,Sprinter 3500XD High Roof,2021,"33,300 mi.",Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,7-Speed A/T,White,Black,None reported,Yes,45000.0
287,Jaguar,XF Luxury,2009,"91,491 mi.",Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,None reported,Yes,7000.0
288,GMC,Suburban 2500,1996,"95,000 mi.",Gasoline,290.0HP 7.4L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Gray,None reported,Yes,25000.0
289,Subaru,Impreza 2.0i Premium,2013,"112,000 mi.",Gasoline,148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Beige,None reported,Yes,9999.0
290,Land,Rover Range Rover Evoque SE,2020,"38,356 mi.",Gasoline,2.0 Liter,Automatic,Firenze Red Metallic,Ebony,None reported,,36598.0
291,BMW,X6 xDrive50i,2017,"78,500 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Brown,At least 1 accident or damage reported,Yes,42000.0
292,Hyundai,Genesis 3.8,2015,"92,225 mi.",Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,17000.0
293,Cadillac,Escalade Base,2007,"150,000 mi.",Gasoline,403.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,9999.0
294,Land,Rover Range Rover Evoque Base,2012,"92,080 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,14500.0
